u_id,s_id,o_id,return_count,returns nms,return_count similar,nonreturn_count,return_shape
12379,3314,4041,3,0,0,1,1
16574,3314,3691,5,2,2,0,0
1458,3314,3860,5,3,0,0,0
4939,3314,2031,2,2,0,3,0
15815,3314,3553,5,1,1,0,1
4201,3314,1197,5,4,1,0,0
10114,3314,2736,5,1,0,0,0
4320,3314,1212,5,0,0,0,3
5759,3314,1741,4,4,0,0,0
18766,3314,4318,0,0,0,5,0
14630,3314,3411,5,5,0,0,0
4800,3314,1476,5,3,1,0,1
5876,3314,1775,3,1,0,2,0
9055,3314,2573,2,1,1,3,0
18699,3314,4188,5,2,0,0,0
2490,3314,1104,3,0,0,2,3
1383,3314,2365,4,0,1,1,2
7105,3314,2003,4,2,1,1,0
2471,3314,1471,5,0,0,0,5
3165,3314,1693,2,1,1,4,0
4385,3314,1233,5,1,2,0,0
6585,3314,3832,5,3,0,0,1
1423,3314,1527,4,3,0,1,1
5815,3314,1761,2,0,1,4,1
4579,3314,1276,1,1,0,4,0
611,3314,3314,3,2,1,2,0
10000,3314,2705,4,2,1,1,0
7351,3314,2073,4,2,0,0,0
18509,3314,4136,5,1,2,0,1
669,3314,1590,4,2,0,1,1
18540,3314,4151,2,1,0,2,0
2137,3314,1049,4,1,0,1,2
8915,3314,2535,3,0,2,2,0
7513,3314,2122,4,0,0,0,0
3286,3314,1026,2,0,2,3,0
2856,3314,1984,2,1,1,3,0
7246,3314,2300,5,4,0,0,1
5212,3314,1607,3,3,0,2,0
14621,3314,3533,4,1,0,1,1
14879,3314,3391,5,1,0,0,1
5819,3314,1773,4,1,0,1,2
777,3314,1308,5,5,0,0,0
3481,3314,2253,3,2,1,2,0
5261,3314,1598,5,1,0,0,0
7332,3314,2070,3,0,1,2,2
7171,3314,2025,5,5,0,0,0
298,3314,1156,0,0,0,5,0
18191,3314,4190,4,3,0,1,0
4818,3314,1387,3,0,2,2,1
5589,3314,1983,4,2,0,1,1
4533,3314,1263,5,1,0,0,4
981,3314,2022,5,1,0,0,4
1204,3314,2502,2,2,0,3,0
14650,3314,3426,5,5,0,0,0
4994,3314,1453,5,3,0,0,0
5591,3314,2149,5,5,0,0,0
6233,3314,1855,5,1,3,0,0
14447,3314,3329,5,5,0,0,0
909,3314,1349,4,1,1,1,2
5158,3314,1541,5,3,1,1,1
15334,3314,4324,0,0,0,5,0
10929,3314,3081,4,2,0,1,2
9855,3314,2677,4,1,0,1,3
4925,3314,1519,6,5,0,2,1
775,3314,1847,2,0,1,4,0
6716,3314,2045,5,2,1,0,1
2227,3314,1054,2,0,1,3,1
13371,3314,3344,4,1,0,0,1
5544,3314,1797,2,0,1,3,0
14675,3314,3410,5,0,3,0,2
8094,3314,2229,3,1,2,2,0
4849,3314,1547,5,1,3,0,0
1907,3314,2000,5,5,0,0,0
505,3314,1549,5,5,0,0,0
18742,3314,4196,5,2,0,0,0
7641,3314,2150,2,0,2,3,0
17306,3314,3894,5,0,0,0,0
4035,3314,1157,5,2,1,0,0
4871,3314,1600,2,0,1,3,1
2129,3314,1852,1,1,0,4,0
15974,3314,3594,5,4,1,0,0
4055,3314,2665,0,0,0,5,0
7241,3314,2068,5,4,0,0,1
16930,3314,3907,0,0,0,5,0
9725,3314,2641,5,4,0,0,0
15038,3314,4026,4,0,1,1,1
5803,3314,1767,6,2,1,0,3
5383,3314,1641,5,3,1,0,0
407,3314,2271,3,2,0,2,1
3529,3314,1089,3,1,1,2,0
434,3314,1303,5,0,0,0,3
11518,3314,3094,0,0,0,5,0
14498,3314,3348,4,2,1,1,1
9305,3314,2546,4,1,0,1,2
6192,3314,1838,5,0,0,0,4
8162,3314,2241,5,5,0,0,0
1316,3314,3630,3,0,0,2,3
5793,3314,1756,3,3,0,4,0
14526,3314,3357,5,0,0,0,5
15304,3314,4028,5,3,1,0,0
9037,3314,2492,4,2,1,1,1
4332,3314,1216,3,1,0,2,1
4218,3314,1200,2,2,0,3,0
19360,3314,4349,0,0,0,5,0
5066,3314,1488,5,1,0,0,0
2139,3314,1918,4,0,0,1,0
2210,3314,1499,3,1,0,2,2
8207,3314,2261,5,1,1,0,1
4790,3314,1374,5,1,2,0,2
2133,3314,1108,3,0,0,2,3
4141,3314,1181,3,2,1,2,0
3984,3314,1260,3,2,0,2,0
1690,3314,3942,5,2,1,0,2
5695,3314,1721,4,1,1,1,2
9851,3314,2666,5,0,2,0,1
5547,3314,1689,5,2,2,0,1
18008,3314,4219,0,0,0,5,0
19270,3314,4329,0,0,0,4,0
8858,3314,2418,4,1,0,1,1
8378,3314,2286,5,2,2,0,1
4340,3314,2397,4,1,2,1,0
5420,3314,1654,4,1,1,1,2
8539,3314,2321,2,1,0,2,1
11659,3314,3483,5,4,0,0,0
4789,3314,1373,0,0,0,5,0
1321,10152,3855,3,1,1,2,0
16398,10152,3667,5,1,0,0,3
17827,10152,4039,3,1,1,2,1
17740,10152,3949,5,4,0,0,1
5398,10152,3788,0,0,0,5,0
16038,10152,3970,5,5,0,0,0
18509,10152,4235,3,1,0,2,0
15233,10152,3448,5,1,0,0,1
16328,10152,4109,5,3,0,0,0
15090,10152,4073,2,1,1,3,0
4996,10152,3882,3,0,0,2,0
9838,10152,2663,5,5,0,0,0
12760,10152,4017,4,0,0,1,0
16788,10152,3925,5,3,0,0,0
17686,10152,4116,5,5,0,0,0
16541,10152,3909,5,5,0,0,0
19076,10152,4267,0,0,0,5,0
5408,10152,3821,4,3,0,1,1
18964,10152,4239,4,1,0,1,2
18364,10152,4127,3,0,0,2,2
12002,10152,3014,5,2,2,0,1
11186,10152,2961,5,0,2,0,1
15334,10152,3468,5,2,0,0,0
10546,10152,4056,5,5,0,0,0
15461,10152,4154,5,1,1,0,0
7590,10152,2672,5,2,1,0,0
14945,10152,3399,5,1,0,0,0
3376,10152,3867,4,2,0,1,2
16133,10152,3631,5,5,0,0,0
10809,10152,2914,4,4,0,1,0
19052,10152,4263,4,1,2,1,0
17387,10152,3917,4,2,0,1,0
15253,10152,3449,5,3,2,0,0
15905,10152,3805,4,1,1,1,2
19302,10152,4335,0,0,0,5,0
6607,10152,3818,5,5,0,0,0
2589,10152,3861,4,1,2,1,0
15056,10152,3566,4,2,0,1,1
11779,10152,2991,4,2,0,1,2
17967,10152,4052,5,3,0,0,2
11650,10152,3012,5,1,0,0,4
10420,10152,2810,5,0,0,0,0
15965,10152,3584,4,0,0,1,1
577,10152,3961,1,0,0,5,1
493,10152,3988,6,5,0,0,1
15170,10152,3451,4,1,0,1,2
14541,10152,3522,5,0,0,0,5
15152,10152,3436,5,4,0,0,1
3550,10152,4252,5,2,1,0,1
18043,10152,4174,5,2,2,0,1
9432,10152,3872,2,1,0,3,0
10105,10152,3507,5,5,0,0,0
17514,10152,3897,4,2,1,1,0
11909,10152,3006,5,2,1,0,0
15446,10152,3462,5,0,1,0,1
10670,10152,2895,4,2,0,1,1
18244,10152,4125,5,3,0,0,2
15558,10152,3494,2,0,0,3,1
17072,10152,3774,5,0,1,0,0
18488,10152,4208,0,0,0,5,0
12490,10152,4016,4,4,0,0,0
18468,10152,4141,5,5,0,0,0
6074,10152,3827,4,1,0,1,2
11160,10152,3021,5,1,2,0,0
13812,10152,3928,5,5,0,0,0
10907,10152,2917,3,2,1,2,0
10271,10152,2778,5,2,3,0,0
10815,10152,2973,4,0,0,1,4
16228,10152,3643,5,5,0,0,0
10323,10152,2785,5,4,0,0,1
16097,10152,3973,3,1,0,2,1
3326,10152,4254,0,0,0,5,0
11279,10152,2953,4,2,1,1,1
17226,10152,3810,4,1,0,1,2
10296,10152,2783,5,3,1,0,0
10906,10152,2906,4,0,4,1,0
16091,10152,3971,4,2,0,1,1
12642,10152,3587,4,1,0,1,1
18575,10152,4170,0,0,0,5,0
17185,10152,3791,5,1,1,0,1
15290,10152,3654,1,0,0,4,1
17833,10152,3986,3,0,1,2,0
10659,10152,2859,4,2,2,1,0
18666,10152,4211,4,2,0,1,1
2468,10152,3766,4,3,1,1,0
15379,10152,4033,5,0,0,0,1
19422,10152,4364,0,0,0,5,0
10605,10152,2896,4,2,1,1,0
12263,10152,3031,4,2,0,1,2
17221,10152,3935,5,0,0,0,4
5554,10152,2679,5,0,0,0,5
4629,10152,2921,4,1,0,1,2
12404,10152,3053,5,4,0,0,1
18334,10152,4250,4,0,0,1,0
18628,10152,4197,0,0,0,5,0
18139,10152,4080,4,1,2,1,1
9291,10152,2935,4,4,0,0,0
17511,10152,4178,5,3,0,0,2
4107,10152,3732,4,0,0,1,0
15227,10152,3459,5,1,0,0,2
17556,10152,3908,3,0,0,2,3
15499,10152,4187,4,0,0,1,4
12448,10152,3597,2,0,1,3,1
11272,10152,4001,5,5,0,0,0
7290,10152,4180,5,3,0,0,2
11910,10152,3004,5,5,0,0,0
11379,10152,2992,3,1,0,2,2
16150,10152,3974,5,4,0,0,1
18232,10152,4096,4,2,0,1,1
1236,10152,4137,2,1,0,3,0
10878,10152,2904,4,1,1,1,1
12140,10152,3022,5,2,2,0,1
10656,10152,2862,4,1,2,1,1
10909,10152,2956,4,0,1,1,3
15421,10152,3479,5,3,0,0,1
12505,10152,4047,5,0,1,0,0
12796,10152,3760,4,2,0,1,2
17741,10152,4099,4,1,2,1,0
16912,10152,3748,3,3,0,2,0
17513,10152,4061,4,4,0,1,0
15684,10152,3493,2,1,1,3,0
11217,10152,3003,4,3,1,1,0
19226,10152,4317,0,0,0,5,0
4380,10152,4162,5,0,0,0,0
17714,10152,3941,5,3,0,0,1
15895,10152,3776,4,0,0,1,2
1853,10152,4014,4,0,3,1,0
16551,10152,3874,4,1,1,1,0
16981,10152,3812,2,2,0,3,0
7728,10152,2881,1,0,0,4,1
15118,10152,3427,5,1,0,0,3
7624,10152,3843,4,1,0,1,3
15788,10152,3515,2,0,0,3,1
6608,10152,2719,4,0,0,1,2
10634,10152,2861,2,1,1,1,0
7664,10152,3604,5,2,0,0,2
19151,10152,4295,0,0,0,5,0
1321,337,455,0,0,0,5,0
1080,337,346,0,0,0,5,0
883,337,294,0,0,0,5,0
1423,337,487,0,0,0,5,0
1599,337,560,2,1,0,3,0
985,337,488,3,1,1,2,1
1112,337,354,0,0,0,4,0
894,337,303,0,0,0,5,0
2770,337,887,4,1,0,1,2
1387,337,474,3,1,1,2,1
1751,337,613,0,0,0,5,0
504,337,243,0,0,0,8,0
2239,337,805,2,1,0,3,1
1985,337,984,0,0,0,5,0
247,337,729,4,2,1,1,1
1286,337,538,5,1,3,0,1
2497,337,814,5,4,0,0,0
298,337,737,0,0,0,5,0
2356,337,760,4,2,1,1,0
1577,337,544,4,2,0,1,1
717,337,238,0,0,0,8,0
2252,337,733,5,2,0,0,2
1491,337,519,0,0,0,5,0
771,337,290,0,0,0,5,0
1123,337,358,0,0,0,5,0
3040,337,969,0,0,0,5,0
2353,337,769,0,0,0,5,0
808,337,431,4,3,0,1,1
2121,337,699,0,0,0,5,0
2546,337,843,0,0,0,5,0
2172,337,857,3,1,1,2,1
1779,337,774,2,1,1,3,0
577,337,278,0,0,0,4,0
627,337,206,0,0,0,4,0
3274,337,982,5,2,1,0,2
3327,337,1006,2,2,0,1,0
1828,337,992,4,2,0,1,2
1323,337,456,4,3,0,1,1
1479,337,532,5,4,1,0,0
2329,337,903,5,4,0,0,0
1891,337,697,0,0,0,3,0
1398,337,476,5,1,0,0,2
2266,337,758,3,1,1,2,0
3135,337,957,0,0,0,5,0
1730,337,611,0,0,0,5,0
877,337,315,0,0,0,4,0
938,337,311,0,0,0,4,0
2365,337,765,4,3,0,1,1
1578,337,873,1,1,0,4,0
1264,337,443,0,0,0,5,0
1132,337,421,0,0,0,4,0
2374,337,770,5,1,0,0,4
554,337,227,0,0,0,5,0
2235,337,726,3,3,0,2,0
1085,337,347,0,0,0,4,0
1691,337,838,4,3,0,1,1
1480,337,512,5,1,2,0,2
900,337,299,0,0,0,5,0
1602,337,610,1,0,0,4,1
1700,337,600,5,2,2,0,1
807,337,270,0,0,0,5,0
1962,337,950,2,0,0,3,2
269,337,252,0,0,0,4,0
2721,337,885,5,1,2,0,1
2330,337,753,2,1,0,1,1
2846,337,899,0,0,0,5,0
1645,337,576,4,1,2,1,1
813,337,291,0,0,0,8,0
1182,337,417,0,0,0,5,0
2589,337,901,2,1,1,3,0
2494,337,820,3,0,2,2,1
912,337,492,2,1,1,3,0
708,337,231,0,0,0,4,0
635,337,208,0,0,0,2,0
2347,337,755,5,1,1,0,2
1236,337,1031,2,1,0,3,1
1694,337,594,5,2,1,0,2
1122,337,355,0,0,0,5,0
2459,337,831,5,0,1,0,1
1070,337,343,0,0,0,5,0
3140,337,960,0,0,0,5,0
2453,337,798,0,0,0,5,0
789,337,265,0,0,0,5,0
2084,337,687,0,0,0,5,0
1395,337,475,2,1,0,3,1
2236,337,972,3,1,0,2,2
740,337,398,0,0,0,5,0
3408,337,1025,4,0,1,1,2
1657,337,578,2,1,0,3,1
1175,337,416,0,0,0,5,0
846,337,284,0,0,0,4,0
3371,337,1018,5,4,1,0,0
1559,337,541,3,3,0,2,0
1341,337,504,4,0,1,1,2
673,337,222,0,0,0,5,0
2293,337,745,4,1,1,1,2
1018,337,426,4,2,0,1,1
310,337,842,0,0,0,5,0
936,337,336,0,0,0,5,0
1454,337,510,3,1,0,2,2
1256,337,441,5,4,1,0,0
3305,337,995,4,2,0,1,0
2658,337,876,5,2,1,0,2
1208,337,428,4,2,2,1,0
576,337,306,0,0,0,5,0
2290,337,773,5,1,2,0,1
891,337,631,3,1,0,2,2
2549,337,850,0,0,0,5,0
1721,337,602,5,0,0,0,5
1386,337,511,2,1,0,3,1
809,337,271,0,0,0,4,0
2503,337,821,5,3,0,0,1
2872,337,910,0,0,0,5,0
1646,337,577,2,0,2,3,0
1350,337,858,2,1,1,3,0
1155,337,396,0,0,0,4,0
1361,337,464,3,1,1,2,1
1184,337,419,0,0,0,5,0
2069,337,681,3,1,1,0,0
2464,337,803,2,1,0,3,1
1314,337,459,5,2,3,0,0
607,337,546,0,0,0,5,0
1221,337,432,4,2,0,1,2
2430,337,796,4,3,0,1,0
3375,337,1019,5,1,1,0,0
404,337,587,3,2,0,2,1
2278,337,750,1,0,0,4,1
1337,337,460,4,1,0,1,2
1923,337,716,1,0,0,4,1
677,337,225,0,0,0,5,0
1377,337,471,5,1,0,0,3
2499,337,815,5,2,2,0,0
3212,337,971,0,0,0,5,0
747,337,274,0,0,0,5,0
668,337,221,0,0,0,5,0
3072,337,940,3,2,1,2,0
3114,337,951,5,5,0,0,0
1573,337,542,2,1,0,3,1
2606,337,862,4,2,1,1,0
1327,337,457,0,0,0,4,0
1224,337,436,5,2,1,0,0
2528,337,833,2,1,1,3,0
4098,4128,1174,4,4,0,1,0
1204,12379,3160,4,0,1,1,0
18294,12379,4104,5,3,0,0,0
627,12379,3299,5,1,1,0,1
19157,12379,4297,0,0,0,3,0
16115,12379,3972,6,2,0,0,4
5040,12379,3291,4,1,0,1,3
16246,12379,3647,0,0,0,5,0
17731,12379,3947,5,2,0,0,0
13682,12379,3255,3,2,0,2,1
16957,12379,3750,4,2,0,1,2
1049,12379,3289,4,1,0,1,0
13027,12379,3495,2,1,0,3,1
17686,12379,3933,4,1,0,1,0
17197,12379,3795,5,3,0,0,2
17897,12379,4027,5,1,1,0,2
7579,12379,3790,5,0,0,0,0
15290,12379,3833,0,0,0,5,0
19387,12379,4355,2,1,0,1,0
5695,12379,3878,4,1,0,1,0
15175,12379,3433,5,0,2,0,0
17280,12379,3852,5,2,0,0,2
577,12379,3779,4,1,0,1,0
12884,12379,3131,5,2,2,0,0
16119,12379,3649,5,2,2,0,1
19385,12379,4353,1,1,0,2,0
19203,12379,4314,3,0,0,0,1
18897,12379,4232,0,0,0,5,0
18136,12379,4079,2,0,0,3,1
3717,12379,3265,2,1,1,3,0
14143,12379,3401,4,0,0,1,1
18571,12379,4165,5,4,0,0,1
17307,12379,3937,5,0,0,0,0
13965,12379,3310,3,1,1,2,1
15117,12379,4034,5,2,0,0,0
17486,12379,3885,5,2,0,0,0
13228,12379,3180,4,2,0,1,1
15344,12379,3470,5,5,0,0,0
19159,12379,4299,2,2,0,1,0
17328,12379,3854,5,2,3,0,0
3326,12379,4097,3,0,0,2,2
13854,12379,3267,3,0,0,2,3
352,12379,3728,3,1,0,2,2
19389,12379,4356,0,0,0,4,0
12476,12379,3352,5,0,0,0,0
6188,12379,4115,5,1,0,0,4
10815,12379,3350,5,4,0,0,1
13999,12379,3272,5,2,0,0,3
12850,12379,3948,5,2,1,0,1
12611,12379,3869,5,1,0,0,1
16268,12379,3814,5,0,1,0,3
18766,12379,4213,6,1,0,0,3
10066,12379,4119,5,3,0,0,1
19114,12379,4278,3,3,0,1,0
6585,12379,4035,4,0,0,1,4
12141,12379,3175,4,1,3,1,0
16311,12379,3658,2,2,0,3,0
19186,12379,4306,3,1,0,0,2
15289,12379,4002,4,2,0,1,2
19291,12379,4334,2,0,2,1,0
19202,12379,4313,2,0,0,1,1
12760,12379,3119,3,1,1,2,0
19156,12379,4296,2,1,0,1,1
11658,12379,4274,1,1,0,3,0
16755,12379,3782,4,0,1,1,0
18530,12379,4152,3,1,0,2,1
11279,12379,3219,4,1,1,1,2
2218,12379,3395,4,1,1,1,1
17685,12379,3932,5,4,0,0,1
16551,12379,3690,4,0,0,1,1
14952,12379,3404,5,5,0,0,0
11108,12379,3309,5,4,0,0,1
17574,12379,3920,5,0,0,0,0
17617,12379,3924,5,2,0,0,3
19322,12379,4352,2,1,0,1,0
4215,12379,3474,5,2,2,0,0
17690,12379,3939,0,0,0,5,0
19206,12379,4336,2,1,0,1,0
14115,12379,3282,6,4,0,0,2
1602,12379,3740,2,0,1,3,1
16713,12379,4167,4,2,0,0,1
9788,12379,3844,4,0,0,1,3
7664,12379,3983,5,0,2,0,2
17836,12379,3991,4,2,0,1,0
1361,12379,3035,1,0,1,5,0
19192,12379,4307,2,1,0,1,1
19105,12379,4272,3,3,0,0,0
14814,12379,3955,5,1,0,0,2
15307,12379,3457,0,0,0,5,0
10656,12379,3079,4,1,2,1,1
16668,12379,3926,5,3,0,1,0
8754,12379,3784,5,1,1,0,2
11162,12379,3504,5,4,0,0,0
5408,12379,3998,5,5,0,0,0
19106,12379,4273,3,0,0,0,0
10194,12379,3763,4,0,2,1,0
19204,12379,4315,2,1,0,1,1
19289,12379,4332,1,0,1,2,0
15062,12379,3778,5,0,0,0,1
3376,12379,3187,5,5,0,0,0
19109,12379,4277,3,1,0,0,2
3227,12379,3607,2,0,0,3,0
3338,12379,3373,3,2,0,2,0
7728,12379,3074,2,1,0,3,1
14582,12379,3409,4,0,0,1,2
10827,12379,3152,3,1,0,2,0
15606,12379,4012,2,0,2,3,0
580,12379,3392,5,4,0,0,0
17920,12379,4029,0,0,0,5,0
14859,12379,3389,4,1,1,0,1
18139,12379,4240,3,1,0,2,1
5891,12379,3900,5,5,0,0,0
18065,12379,4058,4,0,0,1,4
14779,12379,3976,5,1,0,0,3
15090,12379,3428,5,4,0,0,0
16044,12379,3785,4,0,1,1,1
19165,12379,4303,2,0,0,1,1
15547,12379,4133,4,1,0,1,1
15039,12379,3539,2,0,0,3,2
18893,12379,4228,4,1,0,1,2
19158,12379,4298,3,0,1,1,0
19107,12379,4276,3,0,0,0,1
16695,12379,3902,4,0,0,1,3
4347,12379,4207,3,1,0,2,2
2230,12379,4181,2,1,1,2,0
18649,12379,4177,5,2,1,0,2
17714,12379,4132,0,0,0,5,0
9821,12379,3148,5,1,1,0,2
10659,12379,3384,4,2,0,1,1
959,12379,3330,2,0,0,3,2
16011,12379,3606,5,5,0,0,0
15982,12379,3601,5,0,0,0,5
11021,12379,3828,1,0,1,4,0
16359,12379,3663,4,1,1,1,2
3185,12379,4156,3,1,0,2,2
13649,12379,3239,5,1,1,0,1
10306,12379,4060,4,0,0,1,3
14729,12379,3378,4,1,0,1,2
10670,12379,3165,5,2,0,0,3
19519,12379,4369,2,1,1,1,0
12836,12379,3123,5,0,0,0,4
12796,12379,3133,5,3,1,0,1
18212,12379,4090,4,0,1,1,2
19163,12379,4302,1,1,0,2,0
17382,12379,3980,5,1,0,0,3
16844,12379,3793,5,2,1,0,0
9422,12379,3839,4,2,0,1,1
328,12379,3967,4,2,1,1,1
2294,12379,3657,5,3,0,0,0
19194,12379,4308,2,0,0,1,0
11470,12379,2968,5,5,0,0,0
14886,12379,3959,5,0,0,0,5
1957,12379,3646,5,1,0,0,3
4727,12379,3266,2,2,0,3,0
7624,12379,3188,4,2,1,1,1
15649,12379,3558,4,1,1,1,0
11920,12379,3205,5,0,1,0,1
5485,12379,3076,4,4,0,1,0
14605,12379,4091,3,2,0,1,0
7145,8985,2477,3,1,2,2,0
9276,8985,2539,3,3,0,2,0
8947,8985,2452,5,1,3,0,0
4958,8985,2589,3,2,0,2,1
9294,8985,2544,3,1,0,2,2
8912,8985,2442,5,5,0,0,0
8883,8985,2441,5,2,1,0,0
8595,8985,2515,3,1,1,2,0
9217,8985,2518,4,1,3,1,0
9317,8985,2551,5,0,2,0,3
12853,8985,3605,4,3,0,1,1
4131,338,1179,2,1,0,3,1
1928,338,856,4,1,0,1,1
577,338,979,1,0,0,4,0
1206,338,427,3,0,0,2,2
3176,338,964,2,0,0,3,2
4354,338,1220,5,0,0,0,0
2835,338,898,5,2,2,0,0
4892,338,1424,6,3,0,0,0
4237,338,1202,4,3,1,1,0
5080,338,1503,5,1,1,1,3
3649,338,1096,5,2,1,0,1
1069,338,342,0,0,0,4,0
2468,338,849,3,2,0,2,1
1646,338,666,0,0,0,5,0
1691,338,1213,4,2,2,1,0
2365,338,1055,5,1,2,0,2
3337,338,1013,5,0,2,0,1
1998,338,763,5,1,3,0,0
2062,338,676,4,2,0,1,1
5040,338,1469,3,3,0,2,0
4310,338,1262,5,1,2,0,0
374,338,412,1,0,0,4,1
1868,338,963,3,1,0,2,2
1832,338,636,0,0,0,5,0
3544,338,1072,5,3,0,0,1
928,338,693,5,3,0,0,2
2543,338,847,3,3,0,2,0
555,338,599,3,0,0,1,3
2362,338,766,3,0,1,2,2
4843,338,1385,4,1,2,1,0
2176,338,853,4,1,0,1,2
3853,338,1132,5,2,1,0,2
356,338,1050,5,0,0,0,5
2726,338,884,5,1,1,0,2
2157,338,1219,5,5,0,0,0
358,338,1295,0,0,0,8,0
2554,338,851,5,4,0,0,1
1974,338,662,5,1,2,0,0
1841,338,638,0,0,0,5,0
4112,338,1175,5,1,0,0,2
1147,338,835,3,1,2,0,0
3202,338,970,0,0,0,5,0
2032,338,668,0,0,0,5,0
